,const,chocolate,fruity,caramel,peanutyalmondy,nougat,crispedricewafer,hard,bar,pluribus,sugarpercent,pricepercent,prediction_winpercent
1157,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.5757575757575758,0.9749792417078823
1158,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.5858585858585859,0.9742965253095298
1159,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.595959595959596,0.9736138089111772
1160,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6060606060606061,0.9729310925128247
1161,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6161616161616162,0.9722483761144722
1162,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6262626262626263,0.9715656597161197
1163,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6363636363636365,0.9708829433177671
1164,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6464646464646465,0.9702002269194147
1165,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6565656565656566,0.9695175105210622
1166,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6666666666666667,0.9688347941227096
1167,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.6767676767676768,0.9681520777243571
1168,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.686868686868687,0.9674693613260046
1169,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.696969696969697,0.966786644927652
1170,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7070707070707072,0.9661039285292995
1171,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7171717171717172,0.965421212130947
1172,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7272727272727273,0.9647384957325944
1173,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7373737373737375,0.9640557793342419
1174,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7474747474747475,0.9633730629358894
1175,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7575757575757577,0.9626903465375368
1176,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7676767676767677,0.9620076301391843
1177,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.7777777777777778,0.9613249137408318
1178,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.787878787878788,0.9606421973424792
1179,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.797979797979798,0.9599594809441268
1180,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8080808080808082,0.9592767645457743
1181,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8181818181818182,0.9585940481474218
1182,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8282828282828284,0.9579113317490692
1183,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8383838383838385,0.9572286153507167
1184,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8484848484848485,0.9565458989523641
1185,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8585858585858587,0.9558631825540116
1186,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8686868686868687,0.9551804661556591
1187,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8787878787878789,0.9544977497573066
1188,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.888888888888889,0.953815033358954
1189,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.8989898989898991,0.9531323169606015
1190,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9090909090909092,0.952449600562249
1191,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9191919191919192,0.9517668841638964
1192,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9292929292929294,0.9510841677655439
1193,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9393939393939394,0.9504014513671915
1194,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9494949494949496,0.9497187349688389
1195,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9595959595959597,0.9490360185704864
1196,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9696969696969697,0.9483533021721339
1197,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.9797979797979799,0.9476705857737813
1198,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,0.98989898989899,0.9469878693754288
1199,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11111111111111112,1.0,0.9463051529770763
1200,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.0,1.0146756642240855
1201,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.010101010101010102,1.013992947825733
1202,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.020202020202020204,1.0133102314273805
1203,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.030303030303030304,1.012627515029028
1204,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.04040404040404041,1.0119447986306755
1205,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.05050505050505051,1.011262082232323
1206,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.06060606060606061,1.0105793658339703
1207,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.07070707070707072,1.0098966494356179
1208,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.08080808080808081,1.0092139330372654
1209,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.09090909090909091,1.0085312166389129
1210,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.10101010101010102,1.0078485002405604
1211,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.11111111111111112,1.007165783842208
1212,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.12121212121212122,1.0064830674438554
1213,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.13131313131313133,1.0058003510455027
1214,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.14141414141414144,1.0051176346471502
1215,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.15151515151515152,1.0044349182487977
1216,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.16161616161616163,1.0037522018504452
1217,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.17171717171717174,1.0030694854520927
1218,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.18181818181818182,1.0023867690537402
1219,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.19191919191919193,1.0017040526553875
1220,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.20202020202020204,1.001021336257035
1221,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.21212121212121213,1.0003386198586826
1222,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.22222222222222224,0.9996559034603301
1223,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.23232323232323235,0.9989731870619776
1224,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.24242424242424243,0.998290470663625
1225,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.25252525252525254,0.9976077542652725
1226,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.26262626262626265,0.99692503786692
1227,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.27272727272727276,0.9962423214685674
1228,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.2828282828282829,0.9955596050702149
1229,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.29292929292929293,0.9948768886718624
1230,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.30303030303030304,0.9941941722735098
1231,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.31313131313131315,0.9935114558751573
1232,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.32323232323232326,0.9928287394768048
1233,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.33333333333333337,0.9921460230784522
1234,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.3434343434343435,0.9914633066800997
1235,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.3535353535353536,0.9907805902817473
1236,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.36363636363636365,0.9900978738833947
1237,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.37373737373737376,0.9894151574850422
1238,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.38383838383838387,0.9887324410866897
1239,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.393939393939394,0.9880497246883371
1240,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.4040404040404041,0.9873670082899846
1241,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.4141414141414142,0.9866842918916321
1242,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.42424242424242425,0.9860015754932795
1243,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.43434343434343436,0.985318859094927
1244,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.4444444444444445,0.9846361426965745
1245,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.4545454545454546,0.9839534262982219
1246,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.4646464646464647,0.9832707098998694
1247,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.4747474747474748,0.9825879935015169
1248,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.48484848484848486,0.9819052771031643
1249,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.494949494949495,0.9812225607048117
1250,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5050505050505051,0.9805398443064594
1251,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5151515151515152,0.9798571279081069
1252,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5252525252525253,0.9791744115097543
1253,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5353535353535354,0.9784916951114018
1254,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5454545454545455,0.9778089787130493
1255,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5555555555555556,0.9771262623146967
1256,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5656565656565657,0.9764435459163442
1257,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5757575757575758,0.9757608295179917
1258,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.5858585858585859,0.9750781131196391
1259,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.595959595959596,0.9743953967212866
1260,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6060606060606061,0.9737126803229341
1261,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6161616161616162,0.9730299639245815
1262,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6262626262626263,0.972347247526229
1263,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6363636363636365,0.9716645311278765
1264,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6464646464646465,0.9709818147295239
1265,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6565656565656566,0.9702990983311715
1266,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6666666666666667,0.969616381932819
1267,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.6767676767676768,0.9689336655344665
1268,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.686868686868687,0.9682509491361139
1269,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.696969696969697,0.9675682327377614
1270,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7070707070707072,0.9668855163394088
1271,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7171717171717172,0.9662027999410563
1272,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7272727272727273,0.9655200835427038
1273,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7373737373737375,0.9648373671443513
1274,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7474747474747475,0.9641546507459987
1275,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7575757575757577,0.9634719343476462
1276,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7676767676767677,0.9627892179492937
1277,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.7777777777777778,0.9621065015509411
1278,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.787878787878788,0.9614237851525886
1279,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.797979797979798,0.9607410687542361
1280,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8080808080808082,0.9600583523558835
1281,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8181818181818182,0.9593756359575311
1282,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8282828282828284,0.9586929195591786
1283,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8383838383838385,0.958010203160826
1284,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8484848484848485,0.9573274867624735
1285,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8585858585858587,0.956644770364121
1286,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8686868686868687,0.9559620539657685
1287,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8787878787878789,0.9552793375674159
1288,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.888888888888889,0.9545966211690634
1289,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.8989898989898991,0.9539139047707108
1290,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9090909090909092,0.9532311883723583
1291,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9191919191919192,0.9525484719740058
1292,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9292929292929294,0.9518657555756533
1293,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9393939393939394,0.9511830391773007
1294,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9494949494949496,0.9505003227789482
1295,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9595959595959597,0.9498176063805958
1296,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9696969696969697,0.9491348899822432
1297,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.9797979797979799,0.9484521735838907
1298,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,0.98989898989899,0.9477694571855382
1299,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12121212121212122,1.0,0.9470867407871856
1300,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.0,1.015457252034195
1301,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.010101010101010102,1.0147745356358424
1302,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.020202020202020204,1.01409181923749
1303,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.030303030303030304,1.0134091028391374
1304,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.04040404040404041,1.012726386440785
1305,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.05050505050505051,1.0120436700424322
1306,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.06060606060606061,1.0113609536440797
1307,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.07070707070707072,1.0106782372457273
1308,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.08080808080808081,1.0099955208473748
1309,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.09090909090909091,1.0093128044490223
1310,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.10101010101010102,1.0086300880506698
1311,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.11111111111111112,1.007947371652317
1312,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.12121212121212122,1.0072646552539646
1313,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.13131313131313133,1.006581938855612
1314,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.14141414141414144,1.0058992224572596
1315,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.15151515151515152,1.0052165060589071
1316,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.16161616161616163,1.0045337896605546
1317,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.17171717171717174,1.0038510732622021
1318,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.18181818181818182,1.0031683568638494
1319,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.19191919191919193,1.002485640465497
1320,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.20202020202020204,1.0018029240671444
1321,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.21212121212121213,1.001120207668792
1322,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.22222222222222224,1.0004374912704395
1323,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.23232323232323235,0.9997547748720869
1324,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.24242424242424243,0.9990720584737344
1325,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.25252525252525254,0.9983893420753818
1326,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.26262626262626265,0.9977066256770293
1327,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.27272727272727276,0.9970239092786768
1328,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.2828282828282829,0.9963411928803242
1329,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.29292929292929293,0.9956584764819717
1330,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.30303030303030304,0.9949757600836192
1331,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.31313131313131315,0.9942930436852667
1332,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.32323232323232326,0.9936103272869141
1333,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.33333333333333337,0.9929276108885616
1334,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.3434343434343435,0.9922448944902091
1335,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.3535353535353536,0.9915621780918565
1336,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.36363636363636365,0.990879461693504
1337,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.37373737373737376,0.9901967452951516
1338,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.38383838383838387,0.989514028896799
1339,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.393939393939394,0.9888313124984465
1340,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.4040404040404041,0.988148596100094
1341,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.4141414141414142,0.9874658797017414
1342,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.42424242424242425,0.9867831633033889
1343,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.43434343434343436,0.9861004469050364
1344,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.4444444444444445,0.9854177305066838
1345,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.4545454545454546,0.9847350141083313
1346,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.4646464646464647,0.9840522977099788
1347,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.4747474747474748,0.9833695813116262
1348,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.48484848484848486,0.9826868649132737
1349,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.494949494949495,0.9820041485149212
1350,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5050505050505051,0.9813214321165686
1351,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5151515151515152,0.9806387157182161
1352,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5252525252525253,0.9799559993198637
1353,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5353535353535354,0.9792732829215112
1354,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5454545454545455,0.9785905665231586
1355,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5555555555555556,0.9779078501248061
1356,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5656565656565657,0.9772251337264536
1357,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5757575757575758,0.976542417328101
1358,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.5858585858585859,0.9758597009297485
1359,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.595959595959596,0.975176984531396
1360,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.6060606060606061,0.9744942681330434
1361,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13131313131313133,0.6161616161616162,0.9738115517346909
